,1996-05-15,1996-11-13,1997-05-14,1997-11-12,1998-05-13,1998-11-11,1999-05-12,1999-11-17,2000-05-17,2000-11-15,2001-05-16,2001-11-14,2002-05-15,2002-11-13,2003-05-14,2003-11-12,2004-05-12,2004-11-17,2005-05-18,2005-11-16,2006-05-17,2006-11-15,2007-05-16,2007-11-14,2008-05-14,2008-11-12,2009-05-13,2009-11-18,2010-05-12,2010-11-17,2011-05-18,2011-11-16,2012-05-16,2012-11-14,2013-05-15,2013-11-13,2014-05-14,2014-11-12,2015-05-13,2015-11-18,2016-05-18
600272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.27183873,0.01560403,-0.18841897,-0.19541985,-0.22745098,0.16751269,-0.33941094,-0.51592357,0.25,0.29052632,0.11582382,2.57504873,-0.20883315,-0.23328739,-0.38651685,0.40842491,0.18335501,-0.06318681,0.07917889,0.12923913,-0.04485514,-0.12324902,0.02413793,0.06734007,-0.05152471,0.31152993,0.15976331,0.24344023,0.14185229,-0.19507187,0.44897959
002444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00779221,-0.25386598,-0.19740933,-0.08349473,0.45034046,0.0586045,0.39623796,0.40854326,0.66407465,-0.18364486,0.01711505,-0.00219483
600328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.21700654,-0.02047502,0.14046823,0.23607038,-0.37603796,0.4148289,-0.32020962,-0.21822495,0.36561315,0.15904462,-0.35782748,1.68656716,0.34074074,-0.17127072,-0.57508333,0.82172975,0.05436538,-0.15662651,0.57142857,-0.0192604,-0.14846819,-0.17343173,-0.20647321,-0.07032349,NaN,0.1546875,0.33423545,0.56490872,-0.022035,-0.34062293,0.3718593
002086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.03174603,0.28142077,-0.5010661,1.1025641,0.09146341,0.02048417,NaN,-0.20879121,0.0625,-0.18823529,-0.06119163,-0.16638079,-0.08230453,-0.10089686,0.34413965,1.12615955,0.07853403,-0.35493528,0.36335131
300226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.04325033,-0.09589041,-0.0030303,1.98024316,0.57470678,1.1003886,1.18933087,-0.59612676,-0.1211857,NaN
600628,0.52736318,0.24429967,-0.15445026,0.0123839,-0.08256881,-0.15333333,0.20472441,0.45098039,0.14864865,0.04509804,-0.21013133,0.14251781,-0.1039501,-0.12761021,-0.19148936,0.20394737,0.01912568,0.10187668,0.20924574,0.3138833,0.11026034,1.43862069,-0.2918552,-0.00495208,-0.53234869,0.69035359,0.35357433,-0.14606152,0.03399807,-0.10050977,-0.22981014,-0.12312975,NaN,-0.02106969,0.19370861,0.11331484,0.31095054,0.46726219,NaN,-0.37476317,0.34632035
600187,NaN,NaN,NaN,NaN,NaN,-0.34007092,0.18162278,0.90450205,0.57855778,-0.23687793,-0.13597621,0.19522826,-0.31669866,0.21348315,-0.52083333,0.00676329,-0.37619962,-0.62769231,0.17355372,6.62323944,NaN,NaN,NaN,NaN,NaN,NaN,-0.025,-0.07371795,0.53633218,0.26351351,-0.18716578,-0.22807018,-0.09659091,0.40880503,0.0625,0.04411765,0.34607646,0.31390135,-0.28555176,-0.27229299,0.4595186
300482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.29239985,0.54280904
300497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.40788194
000721,NaN,NaN,-0.40931373,0.31991701,-0.00974536,-0.19936508,0.2073751,0.12972085,0.34883721,0.03232759,-0.20041754,-0.00417755,-0.21552176,0.20020053,-0.3957115,0.25806452,-0.26373626,-0.23383085,-0.03896104,0.69594595,0.52589641,NaN,-0.2334004,-0.01312336,-0.61702128,1.04861111,0.19322034,0.07670455,0.55672823,-0.09491525,-0.1835206,-0.17889908,-0.2150838,0.01067616,-0.04225352,0.38235294,0.37765957,0.97104247,-0.21253673,-0.12064677,0.50070721
000555,2.13690476,-0.19354839,-0.35294118,0.99636364,-0.07814208,-0.18929065,0.64830612,-0.06550347,1.125,-0.06999255,-0.29543635,0.0425,0.32908219,-0.05322726,-0.16900554,-0.0427395,-0.11956877,-0.82040816,-0.00688705,0.20665742,-0.02298851,1.38823529,-0.01970443,-0.11306533,NaN,1.34108527,0.40728477,0.13176471,0.06444906,0.0078125,-0.12403101,-0.22588496,-0.03000857,0.57483795,NaN,-0.06714427,NaN,1.61980831,-0.35121951,-0.07926065,NaN
000661,NaN,NaN,-0.29688581,0.13395669,0.11761132,-0.36968002,0.11791523,0.18483412,0.16837209,0.1616242,-0.33036326,-0.13613101,-0.18009479,-0.06069364,-0.39230769,0.19240506,-0.14225053,-0.18564356,-0.08206687,0.26821192,0.14360313,2.80593607,-0.39832034,0.00727817,-0.49114125,1.55008753,0.78436308,0.46518189,0.51124726,-0.16641569,-0.17921164,-0.05248307,NaN,0.80597015,-0.0152836,-0.14510232,NaN,0.28702047,-0.0496817,-0.09202801,0.29111111
300321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.06335797,0.50446872,-0.14567657,1.20852971,0.3414728,0.10517394,-0.29587768,0.41420912
300342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.30688935,0.58466454,-0.14818548,0.2295858,1.30413859,-0.13659148,NaN,0.01784266
002772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00603969,-0.00390625
600415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.15614618,-0.01181102,-0.10358566,0.42222222,0.34375,-0.10465116,0.22077922,0.69787234,0.14160401,0.31997805,-0.13222453,0.46142789,-0.27213115,0.80630631,0.37157107,-0.10654545,0.62148962,-0.23418675,-0.28662734,-0.14771422,-0.20485175,-0.02372881,0.01736111,-0.12116041,0.30990291,3.37029351,-0.32100943,-0.3706664,0.34148278
600458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.05508475,0.16457399,-0.22988063,-0.4265,0.163034,0.21964018,0.69330055,1.37096189,-0.17375995,-0.05132481,-0.21484375,0.44278607,0.32413793,0.34192708,0.71560256,0.00622137,-0.08858412,-0.24249152,-0.1055931,-0.0441471,0.15198553,NaN,0.5153235,NaN,-0.15654008,-0.40770385,0.34037162
601002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.22519413,-0.23819599,-0.29206256,0.66776791,-0.17073171,-0.04255001,0.4904101,0.8391923,-0.23880767,-0.11516329,-0.12668919,-0.14216634,-0.00676437,-0.03518729,0.84352941,0.23675814,-0.3622291,-0.38430421,0.42049934
300146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6300716,0.40995608,-0.105919,0.41927991,0.3502455,-0.10224242,-0.13893202,0.61450412,-0.18787938,-0.18022004,-0.05616338
300162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.75643564,-0.30462232,-0.28031777,0.08875873,0.10180012,0.0456338,1.54292385,0.54177555,NaN,NaN,-0.06820567
300286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.06699147,0.02741514,0.85895807,0.54661654,0.13435276,0.39942338,-0.09883349,-0.29840279,0.33685601
300230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.16313559,-0.24303797,0.11538462,0.10644678,0.18563686,0.20228571,0.95532319,0.04910063,0.11955514,0.3977649
002607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.27329975,-0.3864818,0.25988701,-0.03139013,0.11111111,0.35,0.49691358,NaN,-0.2629279,0.19268775
300265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.25663866,0.00384355,-0.00630631,0.04737081,0.5061675,0.56465517,0.45821855,-0.20277078,0.07109005,NaN
300317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.41484475,0.26028257,0.24738416,0.40023966,NaN,0.45669361,0.21673375,NaN,0.85059498
601800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.16913319,0.11195929,-0.13501144,-0.08121693,0.8321336,1.82885431,-0.14511111,-0.30985183,0.48587571
300530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.05429363,-0.40216755,1.64576188,0.02666667,0.36544012,0.31175694,-0.03625378,-0.37408568,-0.16861436,-0.24297189,0.26525199,0.0754717,0.21384016,NaN,0.39791252,NaN,-0.17479061,0.31447587
600684,0.27847346,0.18983209,-0.1121129,0.01545254,-0.13043478,-0.185,0.2208589,-0.01507538,0.16326531,0.07017544,-0.14754098,0.00817308,-0.15879828,-0.15873016,-0.21293801,0.13527397,-0.33710407,-0.15244596,-0.00402685,0.18598383,0.27272727,1.40178571,0.46840149,-0.37974684,-0.5877551,1.36633663,0.24267782,-0.22962963,0.31555944,0.28538206,-0.35151202,0.14786768,0.42361111,0.30243902,-0.12734082,-0.02145923,0.48026316,1.07111111,-0.27110157,-0.31697743,0.23706897
002480,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.11262376,-0.35076709,-0.36842105,-0.04421769,0.41103203,-0.09836066,-0.1006993,0.74027994,0.73905273,-0.34378212,-0.33046202,0.4877193
300056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.26871401,-0.23600605,-0.08910891,-0.25217391,-0.25581395,0.76171875,NaN,-0.26704545,0.52248062,NaN,0.2821245,-0.35991091,0.40083507
603299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.22471147
002759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.04111245,NaN
000735,NaN,NaN,NaN,-0.09647059,0.10677083,0.04470588,0.09684685,0.18788501,0.60587727,-0.08675996,-0.35289958,0.06703097,-0.14595425,-0.03178093,-0.18476466,0.0812864,-0.29274005,-0.22516556,-0.20512821,-0.07526882,0.10465116,2.15789474,-0.13666667,0.24324324,-0.54192547,0.50847458,0.35730337,0.26655629,0.0130719,-0.08903226,-0.26062323,0.00229885,-0.06842508,0.24681986,0.18495968,-0.15983891,0.29256198,0.23273657,-0.22510373,-0.15127175,0.06782334
600746,NaN,0.5437788,-0.30746269,0.21551724,0.45744681,-0.03163017,0.64572864,0.52061069,0.85341365,0.13217768,-0.52344498,-0.19176707,NaN,-0.08160237,-0.10662359,-0.00542495,NaN,-0.35260116,0.09821429,0.27235772,-0.06070288,2.04421769,-0.16089385,0.35685752,-0.72129539,1.48239437,0.32340426,-0.0278671,-0.08158765,0.17286915,-0.20675537,-0.22451613,-0.2562396,0.16778523,0.05747126,NaN,0.40489467,0.19404631,-0.15327793,NaN,0.70441001
002256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.82,0.07801418,-0.07039474,0.19037509,0.94589774,NaN,-0.34184676,-0.05970149,0.03174603,0.56923077,-0.03431373,0.53299492,1.32119205,-0.06134094,-0.36322188,0.82577566
300119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.33458416,0.03717344,-0.09542832,-0.03385672,0.3765871,0.09158827,-0.24545839,0.23740202,0.7638009,NaN,-0.29634378,0.30778055
002354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08963049,-0.25362017,-0.17299944,-0.13281367,-0.13742437,0.02104208,0.69479882,NaN,0.56939945,NaN,-0.08566607,-0.1099772,NaN
601798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07160293,-0.18731967,0.01308044,-0.00949922,0.05679702,0.14273128,0.28912876,-0.2069378,-0.16425339,0.27233351
300535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
000550,1.3580786,0.1962963,-0.26315789,-0.03991597,-0.20787746,-0.14917127,0.05844156,0.0797546,NaN,0.36489607,-0.26734349,0.29676674,0.02065895,0.4723434,-0.1268073,-0.16802389,-0.37194127,-0.35064935,0.512,0.42301587,0.0842164,0.94375857,0.40322865,-0.20160935,-0.54488189,0.9567474,0.65075155,-0.14858061,0.34838953,-0.01213026,-0.14862567,0.05946636,-0.33870883,0.20728424,0.14795383,0.336266,0.20692604,0.26177825,-0.2046603,-0.19978821,0.34406705
300094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.28064516,-0.11434978,-0.32151899,-0.11791045,0.2715736,0.02262142,0.24268055,0.11256545,1.44705882,0.21923077,NaN,0.36494986
002573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.36585366,-0.27008929,-0.10275229,0.7521018,0.55453249,-0.32093101,0.26167076,1.04186952,0.11587983,-0.14188034,NaN
600714,NaN,0.4,-0.3107511,0.00491453,0.39931958,-0.29098921,0.29489927,0.43661039,0.37096774,0.09411765,-0.2250384,0.00683845,0.20110247,0.40280282,-0.20955775,-0.25720621,-0.38507463,-0.25080906,-0.03239741,0.55580357,-0.41463415,1.83088235,-0.27272727,0.0202381,-0.51575263,0.71807229,0.71809257,-0.29387755,0.34797688,0.66552316,-0.04428424,-0.20581897,-0.23609227,-0.13587922,-0.23124358,0.1671123,0.17983963,0.51650485,-0.29449424,-0.07441016,NaN
002200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.31506782,0.47916221,0.39430718,-0.26148532,0.65388213,-0.63800905,0.20234375,NaN,-0.00789474,0.18921309,0.11375465,NaN,0.13456284,0.57375075,-0.18171385,-0.21458626,0.45238095
002082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.27332705,0.10518807,-0.53491374,0.91597275,0.50138285,-0.0622807,0.13564079,0.1062603,-0.15934475,-0.27280779,-0.20341048,-0.00611621,0.02615385,0.11004498,0.37479741,0.29501916,-0.15270824,NaN,0.75796178
002425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11735061,-0.37628866,-0.32758264,-0.19250269,0.1761796,0.28615335,0.27028047,NaN,0.64839468,NaN,-0.18717435,0.13806706
300435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.05167464,0.00554995,0.14550928
600775,NaN,NaN,-0.25773,-0.09254037,0.2019774,-0.2773208,0.54796748,0.34768908,0.44349182,-0.06155508,-0.13751438,-0.15343562,-0.22695035,-0.08053007,-0.2405765,0.22919708,NaN,-0.49581006,0.27146814,0.38126362,-0.20820189,1.52191235,-0.42575039,0.36863824,-0.65025126,0.7816092,0.36612903,-0.16056671,0.1209564,0.00125471,-0.19172932,-0.06217054,-0.15638949,0.72388791,-0.14152552,0.10076801,NaN,0.58082308,0.00713902,-0.29062517,0.12471826
600758,NaN,1.20471014,-0.34921939,0.46388889,-0.20070726,-0.44113521,0.01467465,0.24262607,0.35222052,0.06908267,-0.29872881,-0.04365559,-0.18796399,-0.29819101,-0.28741685,0.3302217,-0.34795322,0.02690583,-0.06550218,0.25233645,0.16791045,1.55910543,0.06991261,0.18553092,-0.68799213,1.25236593,0.20868347,-0.11587486,0.30537353,0.1315261,-0.07897072,-0.11859345,-0.18745218,0.00807103,0.00240192,0.0529819,NaN,0.47510373,0.06118143,-0.36978131,0.61514196
600536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.04753199,0.21880998,0.05826772,-0.3110119,-0.21166307,0.11232877,0.27832512,-0.04046243,1.07630522,-0.26112186,-0.09554974,-0.56439942,3.49169435,-0.07026627,-0.20763723,0.13052209,-0.19538188,0.06512141,-0.20300518,-0.28916916,0.09145784,2.50108932,-0.37485041,1.06431853,0.70956973,-0.23974832,-0.37842466,0.32001837
600689,-0.07853403,0.20738636,-0.02823529,0.21065375,NaN,-0.17383513,1.0845987,0.1082206,0.02910798,0.29014599,-0.11598303,-0.1288,-0.17630854,-0.15384615,-0.38998682,0.28509719,-0.17815126,-0.4396728,0.23357664,0.06213018,-0.22005571,2.36785714,0.46235419,-0.39303843,-0.25806452,0.42028986,0.09297052,-0.07157676,0.11731844,0.254,-0.18979266,-0.11318898,-0.16759156,-0.10266667,0.30609212,-0.34357224,0.44020797,NaN,NaN,-0.11757858,0.39973615
000820,NaN,NaN,NaN,NaN,NaN,-0.18630137,0.27272727,0.11640212,0.30924171,0.160181,-0.39235569,0.18100128,-0.1923913,-0.19650067,-0.24623116,0.14888889,-0.29206963,-0.37978142,0.14537445,0.23846154,NaN,3.06521739,NaN,-0.3014553,-0.67113095,0.89140271,NaN,-0.20074349,0.07906977,1.22198276,NaN,NaN,NaN,NaN,NaN,-0.20253165,NaN,NaN,NaN,-0.20011117,0.82140375
300407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07419872,NaN,0.47656462
603696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.50270099
000890,NaN,NaN,NaN,NaN,NaN,NaN,0.73225806,0.40707635,0.62083113,-0.0817343,-0.43455451,0.05110866,-0.19180132,-0.18918919,-0.24155251,0.2372065,-0.13381995,-0.37640449,-0.01801802,0.13348624,0.12262242,1.74837779,-0.20251836,-0.06743421,-0.56790123,0.75510204,0.30930233,0.01349911,0.03452506,0.11824496,-0.19512195,-0.17372483,-0.17084282,0.26098901,-0.13507625,0.02267003,0.54926108,0.68680445,NaN,-0.1704797,0.10587189
300315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.13863636,1.66701847,0.96596755,-0.09722222,0.01895206,NaN,-0.19551466,-0.28020014,-0.01390268
300153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25003821,-0.45946937,-0.192038,0.05991041,0.11595351,0.07455621,0.45814978,NaN,-0.01147959,0.08903226,0.37381517
000506,1.64948454,-0.21400778,0.14356436,0.03549784,-0.07587793,-0.18660936,0.28921023,0.24719586,0.69768246,0.13365933,-0.25278577,0.07516536,-0.0212528,-0.06628571,-0.21542228,-0.24180967,-0.49176955,-0.47368421,0.03076923,-0.11940299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.27870968,0.3273703,NaN,-0.2715736,-0.04099884,-0.24379315,-0.03555413,-0.24410495,-0.14543058,0.61182519,NaN,NaN,-0.11583924,0.08957219
603703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3848379,-0.07413392,0.47794994
300246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.17515924,0.06306306,0.43099274,0.53045685,0.15035931,0.39163864,0.99654696,-0.40591491,-0.19272198,0.40966462
002215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.37349398,0.62435897,0.57721652,0.13761468,-0.03225806,-0.06969697,-0.18892508,-0.3748996,-0.12785095,0.41362799,0.28035435,0.12800163,0.30723435,2.1614684,-0.23127292,-0.44747303,0.10585817
600079,NaN,NaN,NaN,0.22619048,-0.01553398,-0.18869165,0.2528363,0.69469599,0.59923664,-0.07398568,-0.3685567,-0.06408163,-0.16833842,0.01520713,-0.28460744,0.17689531,-0.19631902,-0.26717557,-0.07291667,0.45730337,NaN,1.99242946,-0.19181233,-0.03244166,-0.51176471,1.28313253,0.68337731,0.2645768,0.51338622,-0.05004095,-0.05905682,-0.05625802,0.0776699,0.14504505,-0.00078678,0.07661417,-0.06991882,0.56294724,-0.08693902,-0.14976857,0.3058976
000601,NaN,0.62727273,0.36536313,-0.15814239,-0.31227217,-0.16077739,0.13894737,0.02033272,0.44021739,0.08679245,-0.31828704,-0.02886248,-0.12762238,0.35270541,-0.15407407,0.01488616,-0.23106126,-0.3247307,0.07178465,-0.05116279,-0.09803922,1.40217391,-0.11463047,-0.18568995,-0.43514644,1.08518519,0.30195382,-0.35197817,0.14947368,0.03663004,-0.23321555,-0.23271889,-0.00900901,0.01515152,-0.03880597,0.27639752,0.51094891,0.39774557,0.34677419,-0.24379812,0.15271493
