code,1996-01-04,1997-01-06,1998-01-05,1999-01-04,2000-01-04,2001-01-04,2002-01-04,2003-01-06,2004-01-05,2005-01-04,2006-01-04,2007-01-04,2008-01-04,2009-01-05,2010-01-04,2011-01-04,2012-01-04,2013-01-04,2014-01-06,2015-01-05
600062,NaN,NaN,-0.0688,0.2953,1.3316,-0.0211,0.0352,0.6678,-0.8008,0.3201,0.4327,3.2069,-0.2274,0.1696,0.2063,-0.4764,0.5138,-0.0225,0.02,-0.0028
000812,NaN,NaN,NaN,0.1022,0.4698,-0.4198,-0.1797,-0.2305,-0.0412,-0.1008,-0.1368,1.9592,-0.6241,1.5204,-0.0754,-0.2175,-0.0199,0.0372,0.6715,0.545
002421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4155,1.0224,0.1405,0.5268,0.4882
000027,2.6667,1.8512,-0.5043,0.348,0.3401,-0.0777,-0.1597,0.5372,-0.1576,-0.0652,0.295,2.0642,NaN,0.6301,-0.216,-0.2838,0.0111,-0.118,1.2813,0.1712
002054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8832,-0.6739,3.1466,-0.1944,-0.2676,-0.2887,0.0803,0.3313,0.8619
600976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1442,0.112,0.6565,-0.5277,2.0552,0.6343,-0.3964,0.0725,0.5974,0.1839,0.1749
300130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2159,-0.3334,0.2886,NaN,1.6821
002790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4781,0.4703,1.2629,0.1129,0.5562
002598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1568,0.1125,0.366,0.4145
300443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
000695,NaN,NaN,2.0651,-0.4717,1.5045,-0.2929,-0.1361,-0.5201,-0.301,-0.2314,1.4264,0.6781,-0.5968,0.8736,0.9264,NaN,0.1734,0.0179,0.8754,0.6818
002746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
000989,NaN,NaN,NaN,NaN,NaN,-0.2739,-0.3265,-0.1329,-0.0374,-0.2931,0.395,1.488,-0.2978,0.7431,0.1207,-0.3163,0.1574,0.2016,0.4032,0.613
300206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0453,0.6614,0.1505,0.5447
300113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.113,1.015,-0.1308,3.0378
002139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3784,1.3644,0.6408,-0.5856,-0.111,0.601,0.4218,0.6145
300518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5233,0.3408,2.9813
600724,NaN,0.1553,0.2688,0.2161,2.101,-0.0506,-0.4402,0.2338,-0.0822,0.0045,-0.3327,0.8357,-0.4143,1.228,-0.3442,0.0294,0.1457,-0.41,0.6069,0.0449
002747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4234,0.0253,1.0864,0.2509,-0.5653,1.8292,-0.0577,-0.2163,0.1458,1.2682,1.9699,1.9809
600537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1191,-0.3506,0.2821,1.936,-0.6026,5.8098,0.6592,-0.5546,-0.5367,0.289,0.2568,-0.0791
603288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5101
000026,1.5389,1.1256,-0.4305,-0.1023,0.8931,0.2328,-0.0811,-0.4357,-0.4176,-0.2286,0.563,1.5664,-0.6879,1.5266,0.419,-0.0254,NaN,-0.0504,0.4469,0.3504
600479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0538,NaN,3.0923,-0.4315,0.6951,-0.0565,-0.4031,0.144,0.0594,0.1523,0.3057
300048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4517,-0.3453,0.0948,0.6,0.526
002534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2449,-0.1214,0.5551,0.0769
300247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2115,0.7866,0.587,NaN
603166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.363
002757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0634,-0.5275,-0.1942,0.9639,0.8119,1.7822
603005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1451
300075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4063,0.3838,1.1017,-0.1054,1.096
300032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2226,-0.3862,0.4336,0.8848,NaN,1.8292
300042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3281,NaN,0.4488,0.1617,1.6
002287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0535,-0.3672,-0.0793,0.5204,0.0889,0.4944
600589,NaN,NaN,NaN,NaN,NaN,NaN,-0.2823,-0.2644,-0.2375,-0.2857,1.0244,1.7397,-0.632,1.0326,0.143,-0.3462,-0.0304,-0.1127,0.2048,1.4001
300299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0991,0.1264,3.6917
603118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.279
300555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
000793,NaN,NaN,-0.14,1.9915,-0.1322,-0.1932,0.1925,0.031,0.0003,-0.037,1.6344,0.2764,-0.7138,1.2383,-0.1603,-0.0499,0.3091,NaN,-0.0069,0.1101
300512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2805,0.0074,0.498,0.7373,0.3049
600829,0.3382,0.1648,0.2547,0.1887,0.9614,-0.1716,0.603,0.0855,-0.1812,-0.0219,0.9385,1.2994,-0.3978,0.2284,0.2584,NaN,-0.1066,-0.2764,1.0602,NaN
600130,NaN,NaN,NaN,NaN,NaN,-0.3621,-0.0194,-0.1184,-0.2512,-0.4053,0.933,0.7312,-0.5843,0.9719,-0.1385,-0.3617,0.237,0.012,0.4763,0.8277
603160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600718,NaN,2.4494,-0.0619,0.5655,0.3982,-0.4194,-0.332,-0.2658,0.1588,-0.1827,1.8088,0.9895,-0.5432,0.9712,-0.0924,-0.5166,-0.0334,0.6593,0.3422,0.6145
002751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2639,-0.2473,0.0213,0.0306,0.2243,NaN
002664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4948,0.1114,NaN
000851,NaN,NaN,NaN,-0.0258,0.8567,-0.346,-0.1732,-0.0932,-0.0729,0.0786,0.541,0.5012,-0.5945,1.3282,0.05,-0.5107,NaN,0.6019,0.1597,0.1551
002245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9174,0.8664,-0.4926,0.1079,0.3295,0.4311,0.9693
300263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1174,1.6867,0.2783,0.4587
600657,0.1935,0.3378,2.4747,0.6715,NaN,-0.4541,-0.2279,0.0688,-0.5094,-0.3169,0.984,1.5887,NaN,1.7387,-0.4395,-0.4138,0.1725,-0.2669,1.8,-0.2303
002655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3116,0.3063,1.4126
600360,NaN,NaN,NaN,NaN,NaN,NaN,-0.3357,-0.1242,0.0275,0.7701,0.6737,0.604,-0.6967,1.1384,0.3693,-0.5165,-0.0307,0.0411,0.3169,0.7061
300494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3955,-0.1182,0.7519,NaN,1.2603
300425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
000159,NaN,NaN,NaN,NaN,NaN,-0.4652,-0.3501,-0.1298,-0.273,-0.1223,-0.1194,NaN,NaN,1.2003,NaN,-0.4812,-0.1822,0.0662,0.6254,-0.2072
600273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2748,-0.3245,0.1749,2.2333,-0.6976,3.7841,0.0158,-0.364,-0.3468,0.2233,0.3712,0.0268
000525,0.9246,0.2343,1.1976,0.7349,0.4413,-0.2117,-0.1203,-0.3102,0.0091,-0.2935,1.099,1.4094,-0.1845,0.2847,-0.1014,-0.1257,-0.155,0.2461,0.1341,-0.0995
603189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600689,-0.086,0.2155,0.2032,0.7468,0.7625,-0.196,-0.3296,-0.3596,-0.1984,-0.1782,0.2169,NaN,-0.5922,0.6177,0.2663,-0.4352,0.0794,0.0749,0.0373,1.3022
000016,2.6957,0.7124,-0.3435,0.345,0.0058,-0.4458,-0.1339,0.0072,-0.2407,-0.3286,0.1977,1.2039,-0.2996,1.3547,-0.3627,-0.3449,-0.0038,0.1766,0.6687,0.9464
002230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2978,1.2988,-0.3963,0.2927,0.5741,0.0365,0.7486
000969,NaN,NaN,NaN,NaN,NaN,-0.5354,-0.237,-0.1943,0.1513,-0.1818,1.0676,0.8455,-0.3842,1.2716,0.5907,-0.3165,-0.3279,-0.3268,0.3267,0.2144
600180,NaN,NaN,NaN,0.4031,0.2175,0.0477,-0.412,0.1051,-0.4273,-0.1955,0.0256,1.1123,-0.7815,NaN,NaN,-0.0879,0.06,0.2557,0.2934,0.4835
300269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.227,2.1683,0.3667,NaN
300464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600400,NaN,NaN,NaN,NaN,NaN,NaN,-0.257,-0.187,-0.086,-0.2712,0.1075,2.5922,-0.6622,0.92,0.1375,-0.3245,0.0792,0.1156,0.2523,2.8324
603311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3802,0.0136,0.5699
600280,NaN,NaN,NaN,NaN,NaN,-0.3215,-0.2586,-0.3302,0.2139,-0.0046,0.4483,1.119,-0.7004,2.4125,0.1978,-0.107,0.4452,0.446,0.1999,0.3343
300411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9476
000061,NaN,NaN,-0.0594,-0.0229,0.4479,-0.295,0.1633,-0.1447,-0.4256,0.1875,1.8872,1.625,-0.5575,0.6749,0.2664,-0.3719,-0.0478,0.3874,0.7108,0.1407
300557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9819
300003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.079,-0.5177,-0.3016,0.8139,0.427,0.5547
002480,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6477,0.0764,0.2756,0.3602,0.0164
600179,NaN,NaN,NaN,0.2454,0.3726,-0.2243,-0.2222,0.1603,-0.3434,-0.3566,0.3739,1.7585,-0.5802,0.8075,-0.1524,-0.2757,0.6916,-0.2892,0.8517,NaN
601216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3012,0.8295,0.6649,NaN
002507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.484,0.6667,0.5955,0.1403,NaN
600748,NaN,-0.0287,-0.1224,0.2212,0.6811,0.1803,-0.2083,-0.2506,-0.2943,-0.1507,2.2924,3.4729,-0.8219,1.1426,-0.3873,-0.3874,0.8307,-0.2608,0.9664,-0.0793
002401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4426,0.4374,0.1317,0.7859,0.8245
002026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2054,0.1737,1.0542,-0.5343,1.8475,0.1482,-0.2318,-0.1376,0.1303,0.3491,0.8851
600328,NaN,NaN,NaN,NaN,NaN,-0.2551,-0.0262,-0.0441,-0.3243,0.64,-0.3268,2.9493,-0.6673,0.8842,0.3083,-0.4278,-0.1533,0.0337,0.3877,0.4378
603117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.7427,1.171,0.4846,0.0072,-0.2027,-0.2096,1.0312,NaN
002467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2914,-0.0444,0.9242,0.3631,1.1494
002706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.551
002211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293,0.1368,NaN,-0.1937,-0.2205,1.0303,NaN
300189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1795,0.1667,-0.0268,4.7064
603918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.542,-0.2185,0.8443,0.2999,0.1843
002570,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.03,1.0649,-0.1086,-0.2062
300055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.7199,-0.0404,1.1082,0.1836,0.3244
002718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2414
300014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0047,-0.2706,-0.096,2.06,-0.22,1.0712
300472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600186,NaN,NaN,NaN,0.2369,0.4836,0.2025,-0.3177,-0.1407,-0.5513,-0.1691,1.3106,NaN,-0.6293,1.7325,-0.2167,-0.3463,-0.0658,-0.1745,0.7846,0.5444
000014,0.6736,0.3917,-0.2197,0.047,1.5219,-0.1809,-0.2721,-0.2898,-0.1699,0.1939,0.6414,1.3824,NaN,1.0423,-0.3732,-0.492,0.7269,0.1727,0.4533,0.3747
002147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5057,0.2585,0.349,-0.4903,-0.2861,-0.0957,0.751,0.804
002577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0465,0.9024,0.5563,NaN
300142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5234,0.0469,0.0166,0.3494,0.7547
600619,0.8299,0.0057,-0.1887,0.2163,0.805,-0.1112,-0.2551,-0.3472,0.3456,-0.1146,-0.2668,1.4268,-0.5558,1.0875,0.0299,-0.2119,-0.0538,0.0081,0.6167,NaN
600143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1086,3.9049,1.0121,-0.7425,1.1794,0.5797,-0.2328,-0.2847,0.0424,0.3417,0.1036
600091,NaN,NaN,0.415,0.4731,0.1312,-0.3753,-0.2943,-0.0942,-0.2558,-0.2175,0.0571,1.0822,-0.6483,1.6378,-0.271,-0.4067,0.0983,0.1176,0.5263,NaN
000025,0.7158,0.6607,-0.1791,0.2679,0.4792,-0.1077,-0.3981,-0.2369,-0.3562,-0.2485,0.4488,3.375,-0.7559,1.8473,-0.1564,-0.4068,0.0929,0.3725,0.2143,5.7882
300278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9306,-0.3936,NaN,NaN
002253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7882,0.3207,-0.4234,-0.0907,1.0796,-0.1315,1.0305
300408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4862
300270,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3678,-0.1248,0.1555,1.7119
300034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3996,0.319,0.2186,0.7467,0.0668
002288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0219,0.0181,0.1222,-0.0728,0.449,0.9013
600978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0523,2.236,1.0545,-0.7556,NaN,-0.2068,-0.4167,0.3535,0.1723,0.2457,2.2368
300133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0135,0.0174,1.7452,-0.1466,0.532
300346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1797,-0.1691,0.6707
000731,NaN,NaN,-0.2016,0.1003,0.7375,-0.3402,0.2174,-0.0218,0.1325,-0.2082,0.6819,NaN,-0.6214,0.4548,-0.2827,-0.0626,0.2021,0.3234,-0.0301,-0.0633
600982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.309,0.0253,1.8088,-0.6131,1.2403,0.1855,-0.0956,-0.0251,0.1927,0.8924,-0.1768
002419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3129,-0.3088,-0.1195,0.3686,-0.0133
603738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2556,-0.3526,0.6607,0.6783,1.2412
603663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300320,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0234,0.6172,0.4964
300226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0457,3.125,1.1504,-0.243
603799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6691,3.1727,0.1674,-0.462,0.0372,0.7268,0.268,0.6605
600198,NaN,NaN,NaN,0.2423,0.5816,-0.4135,-0.3915,-0.2216,0.1947,-0.2542,0.5905,0.5235,-0.6347,1.859,-0.0311,-0.5983,0.0139,0.6213,0.2791,0.2827
300166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4101,1.4444,0.7,1.0306
300240,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0513,-0.0318,0.2105,1.4819
300385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5673
002681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7626,0.142,1.709
300170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0265,0.3597,0.9379,NaN
002183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4955,0.2414,0.0889,-0.4821,NaN,0.5507,1.054,1.556
002418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5758,0.2021,0.0177,0.9017,1.3786
002373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5313,-0.1894,1.4674,1.0683,0.3874
600983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2121,0.1907,1.6738,-0.02,2.009,-0.1875,-0.4403,0.0923,1.0377,-0.1517,-0.0174
002677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4899,0.9674,0.9655
300307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2607,-0.2201,0.5903
000815,NaN,NaN,NaN,0.1182,0.7128,-0.2049,-0.2918,-0.059,-0.1386,-0.2605,1.0052,1.7416,NaN,0.7517,0.2156,-0.1133,NaN,NaN,0.7578,2.0982
600330,NaN,NaN,NaN,NaN,NaN,NaN,-0.2835,0.0813,-0.4576,-0.1692,0.75,0.9723,-0.6854,1.0756,1.8758,-0.5884,-0.2643,0.7947,-0.0011,0.3234
